Step,AgentID,Wealth,Position,Vision,N_Agents,Size,inheritance taxbrackets,inheritance tax percentages,Starting Wealth
0,0,5.0,"(23, 7)",1,250,50,[],[],5
0,1,5.0,"(0, 7)",1,250,50,[],[],5
0,2,5.0,"(2, 14)",1,250,50,[],[],5
0,3,5.0,"(47, 35)",1,250,50,[],[],5
0,4,5.0,"(38, 10)",1,250,50,[],[],5
0,5,5.0,"(17, 23)",1,250,50,[],[],5
0,6,5.0,"(49, 21)",1,250,50,[],[],5
0,7,5.0,"(48, 32)",1,250,50,[],[],5
0,8,5.0,"(47, 7)",1,250,50,[],[],5
0,9,5.0,"(20, 32)",1,250,50,[],[],5
0,10,5.0,"(6, 27)",1,250,50,[],[],5
0,11,5.0,"(22, 6)",1,250,50,[],[],5
0,12,5.0,"(3, 26)",1,250,50,[],[],5
0,13,5.0,"(14, 32)",1,250,50,[],[],5
0,14,5.0,"(5, 39)",1,250,50,[],[],5
0,15,5.0,"(40, 2)",1,250,50,[],[],5
0,16,5.0,"(6, 37)",1,250,50,[],[],5
0,17,5.0,"(16, 34)",1,250,50,[],[],5
0,18,5.0,"(44, 31)",1,250,50,[],[],5
0,19,5.0,"(26, 24)",1,250,50,[],[],5
0,20,5.0,"(39, 9)",1,250,50,[],[],5
0,21,5.0,"(46, 18)",1,250,50,[],[],5
0,22,5.0,"(18, 46)",1,250,50,[],[],5
0,23,5.0,"(4, 11)",1,250,50,[],[],5
0,24,5.0,"(34, 17)",1,250,50,[],[],5
0,25,5.0,"(4, 15)",1,250,50,[],[],5
0,26,5.0,"(44, 14)",1,250,50,[],[],5
0,27,5.0,"(41, 9)",1,250,50,[],[],5
0,28,5.0,"(2, 21)",1,250,50,[],[],5
0,29,5.0,"(11, 1)",1,250,50,[],[],5
0,30,5.0,"(9, 47)",1,250,50,[],[],5
0,31,5.0,"(2, 27)",1,250,50,[],[],5
0,32,5.0,"(32, 4)",1,250,50,[],[],5
0,33,5.0,"(36, 1)",1,250,50,[],[],5
0,34,5.0,"(6, 15)",1,250,50,[],[],5
0,35,5.0,"(18, 39)",1,250,50,[],[],5
0,36,5.0,"(20, 27)",1,250,50,[],[],5
0,37,5.0,"(18, 4)",1,250,50,[],[],5
0,38,5.0,"(6, 3)",1,250,50,[],[],5
0,39,5.0,"(33, 42)",1,250,50,[],[],5
0,40,5.0,"(39, 33)",1,250,50,[],[],5
0,41,5.0,"(40, 28)",1,250,50,[],[],5
0,42,5.0,"(10, 7)",1,250,50,[],[],5
0,43,5.0,"(19, 36)",1,250,50,[],[],5
0,44,5.0,"(24, 48)",1,250,50,[],[],5
0,45,5.0,"(41, 15)",1,250,50,[],[],5
0,46,5.0,"(8, 31)",1,250,50,[],[],5
0,47,5.0,"(37, 33)",1,250,50,[],[],5
0,48,5.0,"(6, 17)",1,250,50,[],[],5
0,49,5.0,"(33, 7)",1,250,50,[],[],5
0,50,5.0,"(23, 40)",1,250,50,[],[],5
0,51,5.0,"(29, 0)",1,250,50,[],[],5
0,52,5.0,"(4, 30)",1,250,50,[],[],5
0,53,5.0,"(46, 1)",1,250,50,[],[],5
0,54,5.0,"(20, 43)",1,250,50,[],[],5
0,55,5.0,"(48, 11)",1,250,50,[],[],5
0,56,5.0,"(45, 24)",1,250,50,[],[],5
0,57,5.0,"(4, 24)",1,250,50,[],[],5
0,58,5.0,"(25, 11)",1,250,50,[],[],5
0,59,5.0,"(20, 13)",1,250,50,[],[],5
0,60,5.0,"(42, 9)",1,250,50,[],[],5
0,61,5.0,"(32, 19)",1,250,50,[],[],5
0,62,5.0,"(28, 4)",1,250,50,[],[],5
0,63,5.0,"(42, 1)",1,250,50,[],[],5
0,64,5.0,"(44, 23)",1,250,50,[],[],5
0,65,5.0,"(6, 2)",1,250,50,[],[],5
0,66,5.0,"(24, 21)",1,250,50,[],[],5
0,67,5.0,"(0, 26)",1,250,50,[],[],5
0,68,5.0,"(6, 19)",1,250,50,[],[],5
0,69,5.0,"(39, 6)",1,250,50,[],[],5
0,70,5.0,"(14, 24)",1,250,50,[],[],5
0,71,5.0,"(14, 5)",1,250,50,[],[],5
0,72,5.0,"(39, 43)",1,250,50,[],[],5
0,73,5.0,"(2, 27)",1,250,50,[],[],5
0,74,5.0,"(23, 24)",1,250,50,[],[],5
0,75,5.0,"(3, 6)",1,250,50,[],[],5
0,76,5.0,"(43, 8)",1,250,50,[],[],5
0,77,5.0,"(6, 42)",1,250,50,[],[],5
0,78,5.0,"(15, 19)",1,250,50,[],[],5
0,79,5.0,"(7, 47)",1,250,50,[],[],5
0,80,5.0,"(47, 25)",1,250,50,[],[],5
0,81,5.0,"(42, 11)",1,250,50,[],[],5
0,82,5.0,"(39, 24)",1,250,50,[],[],5
0,83,5.0,"(13, 31)",1,250,50,[],[],5
0,84,5.0,"(40, 0)",1,250,50,[],[],5
0,85,5.0,"(8, 19)",1,250,50,[],[],5
0,86,5.0,"(40, 43)",1,250,50,[],[],5
0,87,5.0,"(41, 14)",1,250,50,[],[],5
0,88,5.0,"(21, 6)",1,250,50,[],[],5
0,89,5.0,"(7, 15)",1,250,50,[],[],5
0,90,5.0,"(13, 9)",1,250,50,[],[],5
0,91,5.0,"(43, 6)",1,250,50,[],[],5
0,92,5.0,"(15, 13)",1,250,50,[],[],5
0,93,5.0,"(10, 36)",1,250,50,[],[],5
0,94,5.0,"(13, 49)",1,250,50,[],[],5
0,95,5.0,"(44, 23)",1,250,50,[],[],5
0,96,5.0,"(19, 47)",1,250,50,[],[],5
0,97,5.0,"(0, 19)",1,250,50,[],[],5
0,98,5.0,"(46, 10)",1,250,50,[],[],5
0,99,5.0,"(5, 23)",1,250,50,[],[],5
0,100,5.0,"(33, 5)",1,250,50,[],[],5
0,101,5.0,"(25, 44)",1,250,50,[],[],5
0,102,5.0,"(33, 39)",1,250,50,[],[],5
0,103,5.0,"(13, 37)",1,250,50,[],[],5
0,104,5.0,"(6, 11)",1,250,50,[],[],5
0,105,5.0,"(21, 47)",1,250,50,[],[],5
0,106,5.0,"(31, 21)",1,250,50,[],[],5
0,107,5.0,"(46, 41)",1,250,50,[],[],5
0,108,5.0,"(31, 16)",1,250,50,[],[],5
0,109,5.0,"(21, 16)",1,250,50,[],[],5
0,110,5.0,"(18, 22)",1,250,50,[],[],5
0,111,5.0,"(14, 14)",1,250,50,[],[],5
0,112,5.0,"(46, 26)",1,250,50,[],[],5
0,113,5.0,"(40, 5)",1,250,50,[],[],5
0,114,5.0,"(25, 5)",1,250,50,[],[],5
0,115,5.0,"(46, 27)",1,250,50,[],[],5
0,116,5.0,"(27, 36)",1,250,50,[],[],5
0,117,5.0,"(44, 38)",1,250,50,[],[],5
0,118,5.0,"(9, 49)",1,250,50,[],[],5
0,119,5.0,"(41, 31)",1,250,50,[],[],5
0,120,5.0,"(47, 26)",1,250,50,[],[],5
0,121,5.0,"(24, 3)",1,250,50,[],[],5
0,122,5.0,"(38, 16)",1,250,50,[],[],5
0,123,5.0,"(16, 18)",1,250,50,[],[],5
0,124,5.0,"(14, 18)",1,250,50,[],[],5
0,125,5.0,"(12, 17)",1,250,50,[],[],5
0,126,5.0,"(29, 43)",1,250,50,[],[],5
0,127,5.0,"(48, 22)",1,250,50,[],[],5
0,128,5.0,"(13, 20)",1,250,50,[],[],5
0,129,5.0,"(43, 45)",1,250,50,[],[],5
0,130,5.0,"(43, 19)",1,250,50,[],[],5
0,131,5.0,"(40, 2)",1,250,50,[],[],5
0,132,5.0,"(34, 22)",1,250,50,[],[],5
0,133,5.0,"(12, 23)",1,250,50,[],[],5
0,134,5.0,"(13, 22)",1,250,50,[],[],5
0,135,5.0,"(5, 28)",1,250,50,[],[],5
0,136,5.0,"(44, 2)",1,250,50,[],[],5
0,137,5.0,"(1, 3)",1,250,50,[],[],5
0,138,5.0,"(32, 0)",1,250,50,[],[],5
0,139,5.0,"(7, 48)",1,250,50,[],[],5
0,140,5.0,"(22, 25)",1,250,50,[],[],5
0,141,5.0,"(23, 15)",1,250,50,[],[],5
0,142,5.0,"(42, 1)",1,250,50,[],[],5
0,143,5.0,"(4, 25)",1,250,50,[],[],5
0,144,5.0,"(20, 4)",1,250,50,[],[],5
0,145,5.0,"(43, 12)",1,250,50,[],[],5
0,146,5.0,"(2, 40)",1,250,50,[],[],5
0,147,5.0,"(30, 47)",1,250,50,[],[],5
0,148,5.0,"(27, 41)",1,250,50,[],[],5
0,149,5.0,"(34, 2)",1,250,50,[],[],5
0,150,5.0,"(16, 39)",1,250,50,[],[],5
0,151,5.0,"(26, 28)",1,250,50,[],[],5
0,152,5.0,"(31, 48)",1,250,50,[],[],5
0,153,5.0,"(6, 2)",1,250,50,[],[],5
0,154,5.0,"(15, 27)",1,250,50,[],[],5
0,155,5.0,"(27, 12)",1,250,50,[],[],5
0,156,5.0,"(27, 7)",1,250,50,[],[],5
0,157,5.0,"(4, 23)",1,250,50,[],[],5
0,158,5.0,"(18, 10)",1,250,50,[],[],5
0,159,5.0,"(21, 29)",1,250,50,[],[],5
0,160,5.0,"(36, 6)",1,250,50,[],[],5
0,161,5.0,"(3, 31)",1,250,50,[],[],5
0,162,5.0,"(41, 36)",1,250,50,[],[],5
0,163,5.0,"(42, 42)",1,250,50,[],[],5
0,164,5.0,"(14, 12)",1,250,50,[],[],5
0,165,5.0,"(9, 44)",1,250,50,[],[],5
0,166,5.0,"(4, 2)",1,250,50,[],[],5
0,167,5.0,"(40, 49)",1,250,50,[],[],5
0,168,5.0,"(17, 4)",1,250,50,[],[],5
0,169,5.0,"(7, 40)",1,250,50,[],[],5
0,170,5.0,"(8, 15)",1,250,50,[],[],5
0,171,5.0,"(13, 44)",1,250,50,[],[],5
0,172,5.0,"(48, 35)",1,250,50,[],[],5
0,173,5.0,"(29, 6)",1,250,50,[],[],5
0,174,5.0,"(31, 29)",1,250,50,[],[],5
0,175,5.0,"(45, 16)",1,250,50,[],[],5
0,176,5.0,"(37, 22)",1,250,50,[],[],5
0,177,5.0,"(4, 31)",1,250,50,[],[],5
0,178,5.0,"(34, 43)",1,250,50,[],[],5
0,179,5.0,"(30, 35)",1,250,50,[],[],5
0,180,5.0,"(44, 26)",1,250,50,[],[],5
0,181,5.0,"(29, 35)",1,250,50,[],[],5
0,182,5.0,"(34, 39)",1,250,50,[],[],5
0,183,5.0,"(24, 35)",1,250,50,[],[],5
0,184,5.0,"(13, 28)",1,250,50,[],[],5
0,185,5.0,"(2, 41)",1,250,50,[],[],5
0,186,5.0,"(48, 14)",1,250,50,[],[],5
0,187,5.0,"(37, 0)",1,250,50,[],[],5
0,188,5.0,"(22, 17)",1,250,50,[],[],5
0,189,5.0,"(45, 32)",1,250,50,[],[],5
0,190,5.0,"(29, 16)",1,250,50,[],[],5
0,191,5.0,"(48, 49)",1,250,50,[],[],5
0,192,5.0,"(40, 41)",1,250,50,[],[],5
0,193,5.0,"(45, 42)",1,250,50,[],[],5
0,194,5.0,"(18, 47)",1,250,50,[],[],5
0,195,5.0,"(42, 42)",1,250,50,[],[],5
0,196,5.0,"(24, 43)",1,250,50,[],[],5
0,197,5.0,"(16, 1)",1,250,50,[],[],5
0,198,5.0,"(45, 17)",1,250,50,[],[],5
0,199,5.0,"(2, 26)",1,250,50,[],[],5
0,200,5.0,"(18, 16)",1,250,50,[],[],5
0,201,5.0,"(7, 35)",1,250,50,[],[],5
0,202,5.0,"(33, 32)",1,250,50,[],[],5
0,203,5.0,"(47, 22)",1,250,50,[],[],5
0,204,5.0,"(25, 13)",1,250,50,[],[],5
0,205,5.0,"(36, 2)",1,250,50,[],[],5
0,206,5.0,"(5, 48)",1,250,50,[],[],5
0,207,5.0,"(16, 48)",1,250,50,[],[],5
0,208,5.0,"(28, 40)",1,250,50,[],[],5
0,209,5.0,"(11, 2)",1,250,50,[],[],5
0,210,5.0,"(35, 25)",1,250,50,[],[],5
0,211,5.0,"(25, 13)",1,250,50,[],[],5
0,212,5.0,"(6, 20)",1,250,50,[],[],5
0,213,5.0,"(36, 46)",1,250,50,[],[],5
0,214,5.0,"(38, 49)",1,250,50,[],[],5
0,215,5.0,"(18, 24)",1,250,50,[],[],5
0,216,5.0,"(36, 5)",1,250,50,[],[],5
0,217,5.0,"(43, 15)",1,250,50,[],[],5
0,218,5.0,"(28, 20)",1,250,50,[],[],5
0,219,5.0,"(11, 18)",1,250,50,[],[],5
0,220,5.0,"(43, 18)",1,250,50,[],[],5
0,221,5.0,"(41, 49)",1,250,50,[],[],5
0,222,5.0,"(46, 48)",1,250,50,[],[],5
0,223,5.0,"(40, 38)",1,250,50,[],[],5
0,224,5.0,"(2, 41)",1,250,50,[],[],5
0,225,5.0,"(3, 41)",1,250,50,[],[],5
0,226,5.0,"(13, 45)",1,250,50,[],[],5
0,227,5.0,"(4, 9)",1,250,50,[],[],5
0,228,5.0,"(30, 27)",1,250,50,[],[],5
0,229,5.0,"(43, 28)",1,250,50,[],[],5
0,230,5.0,"(8, 8)",1,250,50,[],[],5
0,231,5.0,"(9, 46)",1,250,50,[],[],5
0,232,5.0,"(35, 11)",1,250,50,[],[],5
0,233,5.0,"(37, 48)",1,250,50,[],[],5
0,234,5.0,"(1, 38)",1,250,50,[],[],5
0,235,5.0,"(10, 37)",1,250,50,[],[],5
0,236,5.0,"(38, 7)",1,250,50,[],[],5
0,237,5.0,"(11, 13)",1,250,50,[],[],5
0,238,5.0,"(40, 7)",1,250,50,[],[],5
0,239,5.0,"(49, 9)",1,250,50,[],[],5
0,240,5.0,"(9, 38)",1,250,50,[],[],5
0,241,5.0,"(19, 36)",1,250,50,[],[],5
0,242,5.0,"(39, 10)",1,250,50,[],[],5
0,243,5.0,"(45, 41)",1,250,50,[],[],5
0,244,5.0,"(41, 47)",1,250,50,[],[],5
0,245,5.0,"(28, 39)",1,250,50,[],[],5
0,246,5.0,"(43, 49)",1,250,50,[],[],5
0,247,5.0,"(34, 13)",1,250,50,[],[],5
0,248,5.0,"(49, 5)",1,250,50,[],[],5
0,249,5.0,"(17, 41)",1,250,50,[],[],5
1,0,32404.2232,"(24, 8)",1,250,50,[],[],5
1,1,13916.2232,"(0, 8)",1,250,50,[],[],5
1,2,50.223200000000006,"(2, 15)",1,250,50,[],[],5
1,3,9294.2232,"(46, 35)",1,250,50,[],[],5
1,4,50.223200000000006,"(38, 11)",1,250,50,[],[],5
1,5,18538.2232,"(18, 22)",1,250,50,[],[],5
1,6,50.223200000000006,"(49, 20)",1,250,50,[],[],5
1,7,50.223200000000006,"(48, 31)",1,250,50,[],[],5
1,8,50.223200000000006,"(46, 7)",1,250,50,[],[],5
1,9,32404.2232,"(21, 31)",1,250,50,[],[],5
