Step,AgentID,Wealth,Position,Tax Revenue
68,0,26.9775986493023,"(37, 13)",
68,1,26.981854905934863,"(38, 14)",
68,2,26.94468072886294,"(31, 11)",
68,3,26.981854905934863,"(12, 43)",
68,4,26.9775986493023,"(29, 13)",
68,5,26.979956686217847,"(36, 14)",
68,6,26.979956686217847,"(35, 18)",
68,7,26.97234401148432,"(8, 38)",
68,8,26.978777667760077,"(8, 41)",
68,9,26.981854905934863,"(9, 35)",
69,0,26.97983878437207,"(36, 13)",
69,1,26.983669415341378,"(37, 16)",
69,2,26.95021265597665,"(34, 13)",
69,3,26.983669415341378,"(11, 41)",
69,4,26.97983878437207,"(30, 16)",
69,5,26.981961017596063,"(35, 14)",
69,6,26.981961017596063,"(34, 16)",
69,7,26.97510961033589,"(11, 37)",
69,8,26.98089990098407,"(6, 41)",
69,9,26.983669415341378,"(11, 34)",
70,0,26.981854905934863,"(35, 12)",
70,1,26.98530247380724,"(34, 19)",
70,2,26.955191390378985,"(36, 11)",
70,3,26.98530247380724,"(10, 43)",
70,4,26.981854905934863,"(31, 15)",
70,5,26.983764915836456,"(37, 11)",
70,6,26.983764915836456,"(37, 19)",
70,7,26.9775986493023,"(13, 38)",
70,8,26.982809910885663,"(9, 39)",
70,9,26.98530247380724,"(12, 37)",
71,0,26.983669415341378,"(32, 11)",
71,1,26.986772226426517,"(36, 20)",
71,2,26.959672251341086,"(33, 11)",
71,3,26.986772226426517,"(12, 42)",
71,4,26.983669415341378,"(31, 13)",
71,5,26.98538842425281,"(39, 12)",
71,6,26.98538842425281,"(35, 17)",
71,7,26.97983878437207,"(11, 38)",
71,8,26.984528919797096,"(10, 36)",
71,9,26.986772226426517,"(14, 34)",
72,0,26.98530247380724,"(34, 10)",
72,1,26.988095003783865,"(34, 20)",
72,2,26.963705026206977,"(33, 12)",
72,4,26.98530247380724,"(31, 16)",
72,5,26.98684958182753,"(38, 11)",
72,6,26.98684958182753,"(32, 16)",
72,7,31.180696361840024,"(12, 36)",
72,8,31.184448470180044,"(8, 39)",
72,9,31.18624311548358,"(12, 33)",
72,3-2,2.0,"(14, 40)",
73,0,26.986772226426517,"(35, 9)",
73,1,26.98928550340548,"(32, 18)",
73,2,26.96733452358628,"(31, 14)",
73,4,26.986772226426517,"(33, 19)",
73,5,26.988164623644778,"(39, 14)",
73,6,26.988164623644778,"(30, 14)",
73,7,27.34455708947202,"(12, 38)",
73,8,27.347558776144037,"(11, 37)",
73,9,27.348994492386865,"(9, 34)",
73,3-2,5.0,"(13, 42)",
74,0,26.988095003783865,"(33, 10)",
74,1,26.990356953064932,"(35, 16)",
74,2,26.970601071227655,"(30, 11)",
74,4,26.988095003783865,"(33, 17)",
74,5,26.9893481612803,"(40, 14)",
74,6,26.9893481612803,"(32, 12)",
74,7,24.275645671577617,"(12, 37)",
74,8,24.27804702091523,"(11, 35)",
74,9,24.279195593909492,"(7, 37)",
74,3-2,8.0,"(12, 41)",
75,0,26.98928550340548,"(36, 12)",
75,1,26.99132125775844,"(33, 16)",
75,2,26.97354096410489,"(32, 13)",
75,4,26.98928550340548,"(35, 18)",
75,5,26.99041334515227,"(39, 11)",
75,6,26.99041334515227,"(35, 11)",
75,7,28.367523479800372,"(13, 39)",
75,8,28.369444559270466,"(14, 37)",
75,3-2,17.265382810355565,"(13, 41)",
75,9-2,2.0,"(10, 38)",
76,1,28.311514118697144,"(30, 17)",
76,2,28.2972898837743,"(35, 15)",
76,4,28.309885515214773,"(36, 15)",
76,5,28.310787788612203,"(40, 13)",
76,6,28.310787788612203,"(38, 11)",
76,7,25.094018783840298,"(14, 39)",
76,8,25.095555647416376,"(15, 40)",
76,3-2,18.23884452932001,"(12, 40)",
76,9-2,5.0,"(7, 36)",
76,0-2,2.0,"(34, 12)",
77,1,25.049211294957715,"(32, 16)",
77,2,25.03783190701944,"(37, 14)",
77,4,25.04790841217182,"(34, 17)",
77,5,25.048630230889763,"(37, 15)",
77,6,25.048630230889763,"(37, 12)",
77,7,33.71328359968118,"(14, 38)",
77,3-2,26.70076010119043,"(10, 41)",
77,9-2,14.785800024802425,"(11, 39)",
77,0-2,5.0,"(32, 15)",
77,8-2,2.0,"(16, 39)",
78,1,25.244290165461944,"(33, 19)",
78,2,25.2340487163175,"(40, 14)",
78,4,25.24311757095464,"(34, 20)",
78,5,25.243767207800786,"(36, 17)",
78,6,25.243767207800786,"(35, 14)",
78,7,29.370626879744947,"(13, 38)",
78,3-2,26.730684091071385,"(11, 41)",
78,9-2,16.007220022322183,"(15, 35)",
78,0-2,8.0,"(34, 15)",
78,8-2,5.0,"(13, 37)",
79,1,25.41986114891575,"(35, 16)",
79,2,25.41064384468575,"(38, 12)",
79,4,25.418805813859176,"(35, 18)",
79,5,25.41939048702071,"(37, 17)",
79,6,25.41939048702071,"(36, 11)",
79,7,25.89650150379596,"(10, 37)",
79,3-2,26.757615681964246,"(10, 42)",
79,9-2,17.106498020089965,"(13, 36)",
79,0-2,9.9,"(35, 13)",
79,8-2,8.0,"(15, 38)",
80,1,25.577875034024174,"(32, 13)",
80,2,25.569579460217177,"(38, 14)",
80,4,25.576925232473258,"(32, 19)",
80,5,25.57745143831864,"(37, 16)",
80,6,25.57745143831864,"(35, 12)",
80,7,26.006851353416366,"(9, 34)",
80,3-2,26.78185411376782,"(9, 41)",
80,9-2,18.09584821808097,"(11, 36)",
80,0-2,11.610000000000001,"(36, 12)",
80,8-2,9.9,"(16, 37)",
81,1,25.720087530621758,"(31, 14)",
81,2,25.71262151419546,"(38, 15)",
81,4,25.71923270922593,"(30, 17)",
81,5,25.719706294486777,"(36, 18)",
81,6,25.719706294486777,"(35, 9)",
81,7,26.10616621807473,"(8, 37)",
81,3-2,26.80366870239104,"(9, 40)",
81,9-2,18.986263396272875,"(11, 37)",
81,0-2,13.149000000000001,"(39, 15)",
81,8-2,11.610000000000001,"(14, 34)",
82,1,25.848078777559582,"(33, 15)",
82,2,25.841359362775915,"(39, 17)",
82,4,25.847309438303338,"(32, 16)",
82,5,25.8477356650381,"(35, 20)",
82,6,25.8477356650381,"(32, 12)",
82,7,26.195549596267256,"(10, 34)",
82,3-2,26.823301832151937,"(9, 38)",
82,9-2,19.78763705664559,"(12, 36)",
82,0-2,14.5341,"(39, 14)",
82,8-2,13.149000000000001,"(13, 37)",
83,2,31.14987760645905,"(36, 15)",
83,4,31.155232674433726,"(33, 18)",
83,5,31.155616278495017,"(38, 17)",
83,6,31.155616278495017,"(34, 14)",
83,7,26.27599463664053,"(8, 35)",
83,3-2,26.840971648936744,"(11, 38)",
83,9-2,20.50887335098103,"(10, 36)",
83,0-2,20.973344179960726,"(37, 17)",
83,8-2,14.5341,"(12, 34)",
83,1-2,2.0,"(35, 13)",
84,4,44.120217030495425,"(34, 17)",
84,7,26.348395172976478,"(11, 36)",
84,3-2,26.85687448404307,"(12, 37)",
84,9-2,21.157986015882926,"(9, 36)",
84,0-2,40.1862033521216,"(40, 15)",
84,8-2,15.780690000000002,"(11, 33)",
84,1-2,23.110193590156946,"(36, 14)",
84,6-2,15.691784846053663,"(33, 13)",
84,2-2,9.353420652290742,"(35, 12)",
84,5-2,2.0,"(36, 17)",
85,7,26.41355565567883,"(8, 38)",
85,3-2,26.871187035638766,"(13, 39)",
85,9-2,21.742187414294634,"(6, 37)",
85,0-2,32.971534750050566,"(39, 12)",
85,8-2,16.902621,"(9, 33)",
85,1-2,31.038408956020522,"(37, 16)",
85,6-2,24.361841086327566,"(31, 16)",
85,2-2,17.757313311940937,"(36, 10)",
85,5-2,11.285311252391342,"(37, 15)",
85,4-2,2.0,"(37, 19)",
86,3-2,30.956202985873933,"(12, 41)",
86,9-2,26.853003288798632,"(8, 39)",
86,0-2,28.777227800040453,"(36, 12)",
86,8-2,25.854018927033284,"(12, 35)",
86,1-2,27.230727164816415,"(39, 17)",
86,6-2,24.62565697769481,"(34, 15)",
86,2-2,17.781581980746843,"(35, 10)",
86,5-2,12.856780127152208,"(39, 16)",
86,4-2,5.0,"(35, 20)",
86,7-2,2.0,"(9, 35)",
87,3-2,27.164962388699145,"(12, 40)",
87,9-2,26.86770295991877,"(12, 36)",
87,0-2,25.421782240032364,"(38, 11)",
87,8-2,25.968617034329956,"(10, 33)",
87,1-2,24.184581731853132,"(38, 19)",
87,6-2,24.863091279925328,"(37, 13)",
87,2-2,17.80342378267216,"(38, 14)",
87,5-2,14.271102114436987,"(40, 14)",
87,4-2,8.0,"(36, 20)",
87,7-2,5.0,"(10, 35)",
88,3-2,24.131969910959317,"(12, 39)",
88,9-2,26.88093266392689,"(14, 37)",
88,0-2,25.57960401602913,"(35, 13)",
88,8-2,26.07175533089696,"(8, 36)",
88,1-2,24.46612355866782,"(36, 19)",
88,6-2,25.076782151932797,"(35, 16)",
88,2-2,17.82308140440494,"(36, 16)",
88,5-2,15.543991902993287,"(39, 15)",
88,4-2,9.9,"(35, 19)",
88,7-2,8.0,"(13, 34)",
89,3-2,24.418772919863386,"(13, 37)",
89,9-2,26.892839397534203,"(12, 38)",
89,0-2,25.721643614426217,"(33, 12)",
89,8-2,26.164579797807264,"(7, 37)",
89,1-2,24.71951120280104,"(34, 19)",
89,6-2,25.26910393673952,"(32, 14)",
89,2-2,17.840773263964447,"(35, 12)",
89,5-2,16.68959271269396,"(40, 16)",
89,4-2,11.610000000000001,"(37, 19)",
89,7-2,9.9,"(10, 36)",
90,3-2,24.676895627877048,"(13, 36)",
90,9-2,26.903555457780783,"(8, 39)",
90,0-2,25.849479252983596,"(32, 12)",
90,8-2,26.248121818026537,"(8, 38)",
90,1-2,24.947560082520937,"(32, 19)",
90,6-2,25.442193543065567,"(33, 16)",
90,2-2,17.856695937568002,"(34, 12)",
90,5-2,17.720633441424564,"(38, 16)",
90,4-2,13.149000000000001,"(37, 18)",
90,7-2,11.610000000000001,"(8, 35)",
91,3-2,24.909206065089343,"(15, 36)",
91,9-2,26.913199912002707,"(5, 37)",
91,0-2,25.964531327685236,"(35, 9)",
91,8-2,26.323309636223883,"(7, 39)",
91,1-2,25.152804074268843,"(34, 20)",
91,6-2,25.59797418875901,"(36, 13)",
91,2-2,17.871026343811202,"(38, 12)",
91,5-2,18.648570097282107,"(39, 17)",
91,4-2,14.5341,"(39, 16)",
91,7-2,13.149000000000001,"(10, 35)",
92,3-2,25.11828545858041,"(14, 35)",
92,9-2,26.921879920802436,"(9, 36)",
92,0-2,26.068078194916712,"(32, 11)",
92,8-2,26.390978672601495,"(10, 42)",
92,1-2,25.33752366684196,"(35, 19)",
92,6-2,25.73817676988311,"(37, 13)",
92,2-2,17.883923709430082,"(38, 15)",
92,5-2,19.483713087553898,"(39, 18)",
92,4-2,15.780690000000002,"(40, 14)",
92,7-2,14.5341,"(8, 34)",
93,3-2,25.306456912722368,"(12, 34)",
93,9-2,26.929691928722193,"(11, 39)",
93,0-2,26.16127037542504,"(33, 11)",
93,8-2,26.451880805341347,"(9, 41)",
93,1-2,25.503771300157766,"(35, 20)",
93,6-2,25.8643590928948,"(34, 13)",
93,2-2,17.895531338487075,"(35, 13)",
93,5-2,20.23534177879851,"(37, 16)",
93,4-2,16.902621,"(40, 13)",
93,7-2,15.780690000000002,"(11, 36)",
94,3-2,25.475811221450133,"(12, 36)",
94,9-2,26.936722735849973,"(9, 37)",
94,0-2,26.24514333788254,"(36, 10)",
94,8-2,26.506692724807213,"(8, 43)",
94,1-2,25.65339417014199,"(37, 19)",
94,6-2,25.977923183605323,"(32, 15)",
94,2-2,17.90597820463837,"(33, 15)",
94,5-2,20.91180760091866,"(39, 14)",
94,4-2,17.9123589,"(39, 15)",
94,7-2,16.902621,"(12, 35)",
95,3-2,25.62823009930512,"(14, 34)",
95,9-2,26.943050462264974,"(6, 40)",
95,0-2,26.320629004094286,"(36, 12)",
95,8-2,26.556023452326492,"(6, 42)",
95,1-2,25.788054753127792,"(37, 18)",
95,6-2,26.08013086524479,"(30, 17)",
95,2-2,17.915380384174533,"(30, 14)",
95,5-2,21.520626840826793,"(40, 16)",
95,4-2,18.82112301,"(37, 15)",
95,7-2,17.9123589,"(12, 37)",
96,3-2,25.76540708937461,"(13, 35)",
96,9-2,26.948745416038477,"(5, 40)",
96,0-2,26.38856610368486,"(35, 15)",
96,8-2,26.600421107093844,"(9, 40)",
96,1-2,25.909249277815015,"(39, 18)",
96,6-2,26.172117778720313,"(31, 14)",
96,2-2,17.92384234575708,"(31, 11)",
96,5-2,22.068564156744113,"(38, 18)",
96,4-2,19.639010709,"(38, 15)",
96,7-2,18.82112301,"(10, 40)",
97,3-2,25.888866380437147,"(14, 36)",
97,9-2,26.95387087443463,"(7, 36)",
97,0-2,26.449709493316373,"(36, 15)",
97,8-2,26.64037899638446,"(9, 39)",
97,1-2,26.018324350033513,"(37, 17)",
97,6-2,26.254906000848283,"(32, 11)",
97,2-2,17.931458111181374,"(35, 10)",
97,5-2,22.561707741069704,"(39, 17)",
97,4-2,20.3751096381,"(36, 14)",
97,7-2,19.639010709,"(10, 38)",
98,3-2,25.999979742393432,"(16, 37)",
98,9-2,26.95848378699117,"(9, 37)",
98,0-2,26.504738543984736,"(34, 12)",
98,8-2,26.676341096746015,"(11, 36)",
98,1-2,26.116491915030164,"(35, 17)",
98,6-2,26.329415400763455,"(34, 14)",
98,2-2,17.938312300063238,"(39, 13)",
98,5-2,23.005536966962733,"(38, 16)",
98,4-2,21.03759867429,"(38, 12)",
98,7-2,20.3751096381,"(13, 36)",
99,3-2,26.099981768154088,"(15, 36)",
99,9-2,26.962635408292055,"(10, 41)",
99,0-2,26.55426468958626,"(36, 12)",
99,8-2,26.708706987071412,"(14, 37)",
99,1-2,26.204842723527147,"(36, 18)",
99,6-2,26.39647386068711,"(33, 11)",
99,2-2,17.944481070056916,"(35, 12)",
99,5-2,23.40498327026646,"(40, 16)",
99,4-2,21.633838806861,"(38, 13)",
99,7-2,21.03759867429,"(13, 38)",
