Step,AgentID,Wealth,Position
0,0,2.0,"(21, 17)"
0,1,2.0,"(39, 26)"
0,2,2.0,"(2, 17)"
0,3,2.0,"(47, 31)"
0,4,2.0,"(39, 10)"
0,5,2.0,"(31, 17)"
0,6,2.0,"(41, 7)"
0,7,2.0,"(1, 15)"
0,8,2.0,"(49, 16)"
0,9,2.0,"(41, 44)"
1,0,4.0,"(24, 19)"
1,1,4.0,"(36, 23)"
1,2,2.0,"(0, 18)"
1,3,2.0,"(45, 33)"
1,4,5.0,"(39, 12)"
1,5,5.0,"(31, 18)"
1,6,5.0,"(38, 10)"
1,7,2.0,"(4, 17)"
1,8,3.0,"(47, 14)"
1,9,1.0,"(38, 44)"
2,0,6.0,"(26, 22)"
2,1,7.0,"(33, 20)"
2,2,2.0,"(3, 17)"
2,3,2.0,"(48, 34)"
2,4,8.0,"(36, 9)"
2,5,8.0,"(33, 17)"
2,6,8.0,"(38, 11)"
2,7,2.0,"(2, 18)"
2,8,5.0,"(45, 13)"
3,0,8.0,"(29, 23)"
3,1,10.0,"(34, 17)"
3,2,2.0,"(5, 20)"
3,3,2.0,"(45, 33)"
3,4,9.9,"(35, 10)"
3,5,9.9,"(32, 14)"
3,6,9.9,"(38, 13)"
3,7,2.0,"(4, 18)"
3,8,7.0,"(42, 16)"
4,0,10.0,"(32, 24)"
4,1,11.700000000000001,"(37, 18)"
4,2,3.0,"(7, 23)"
4,3,2.0,"(46, 32)"
4,4,11.610000000000001,"(32, 13)"
4,5,11.610000000000001,"(32, 17)"
4,6,11.610000000000001,"(35, 11)"
4,7,2.0,"(5, 16)"
4,8,10.0,"(40, 13)"
5,0,10.8,"(32, 21)"
5,1,13.23,"(34, 16)"
5,2,4.0,"(6, 24)"
5,3,2.0,"(44, 31)"
5,4,13.149000000000001,"(32, 15)"
5,5,13.149000000000001,"(33, 16)"
5,6,13.149000000000001,"(35, 12)"
5,7,2.0,"(8, 17)"
5,8,11.700000000000001,"(37, 15)"
6,0,12.420000000000002,"(34, 18)"
6,1,14.607000000000001,"(31, 19)"
6,2,5.0,"(9, 25)"
6,3,3.0,"(42, 28)"
6,4,14.5341,"(31, 17)"
6,5,14.5341,"(30, 16)"
6,6,14.5341,"(38, 15)"
6,7,2.0,"(5, 17)"
6,8,13.23,"(39, 16)"
7,0,13.878000000000002,"(36, 18)"
7,1,15.8463,"(33, 20)"
7,2,7.0,"(10, 28)"
7,3,4.0,"(40, 26)"
7,4,15.780690000000002,"(29, 15)"
7,5,15.780690000000002,"(33, 13)"
7,6,15.780690000000002,"(35, 15)"
7,7,2.0,"(2, 19)"
7,8,14.607000000000001,"(37, 16)"
8,0,15.1902,"(34, 20)"
8,1,16.96167,"(30, 18)"
8,2,9.0,"(11, 30)"
8,3,6.0,"(39, 23)"
8,4,16.902621,"(29, 13)"
8,5,16.902621,"(35, 11)"
8,6,16.902621,"(33, 14)"
8,7,2.0,"(5, 17)"
8,8,15.8463,"(39, 13)"
9,0,16.371180000000003,"(35, 20)"
9,1,17.965503000000002,"(32, 18)"
9,2,10.8,"(12, 33)"
9,3,9.0,"(36, 20)"
9,4,17.9123589,"(32, 11)"
9,5,17.9123589,"(35, 10)"
9,6,17.9123589,"(33, 15)"
9,7,2.0,"(2, 19)"
9,8,16.96167,"(39, 11)"
10,0,17.434062000000004,"(33, 19)"
10,1,18.8689527,"(35, 17)"
10,2,12.420000000000002,"(11, 33)"
10,3,10.8,"(35, 19)"
10,4,18.82112301,"(34, 12)"
10,5,18.82112301,"(38, 13)"
10,6,18.82112301,"(36, 17)"
10,7,2.0,"(5, 16)"
10,8,17.965503000000002,"(36, 10)"
11,0,18.390655800000005,"(33, 17)"
11,1,19.68205743,"(38, 19)"
11,2,13.878000000000002,"(12, 35)"
11,3,12.420000000000002,"(35, 18)"
11,4,19.639010709,"(35, 15)"
11,5,19.639010709,"(38, 11)"
11,6,19.639010709,"(37, 16)"
11,7,2.0,"(8, 17)"
11,8,18.8689527,"(33, 13)"
12,0,19.251590220000004,"(30, 18)"
12,1,20.413851687,"(39, 17)"
12,2,15.1902,"(9, 33)"
12,3,13.878000000000002,"(32, 17)"
12,4,20.3751096381,"(38, 18)"
12,5,20.3751096381,"(38, 14)"
12,6,20.3751096381,"(39, 16)"
12,7,2.0,"(11, 14)"
12,8,19.68205743,"(31, 15)"
