Step,AgentID,Wealth,Position,Vision,N_Agents,Size,inheritance taxbrackets,inheritance tax percentages,Starting Wealth
0,0,5.0,"(3, 26)",1,250,50,[],[],5
0,1,5.0,"(39, 22)",1,250,50,[],[],5
0,2,5.0,"(6, 10)",1,250,50,[],[],5
0,3,5.0,"(0, 1)",1,250,50,[],[],5
0,4,5.0,"(36, 28)",1,250,50,[],[],5
0,5,5.0,"(49, 14)",1,250,50,[],[],5
0,6,5.0,"(6, 24)",1,250,50,[],[],5
0,7,5.0,"(16, 8)",1,250,50,[],[],5
0,8,5.0,"(43, 41)",1,250,50,[],[],5
0,9,5.0,"(16, 1)",1,250,50,[],[],5
0,10,5.0,"(6, 1)",1,250,50,[],[],5
0,11,5.0,"(15, 46)",1,250,50,[],[],5
0,12,5.0,"(0, 26)",1,250,50,[],[],5
0,13,5.0,"(36, 6)",1,250,50,[],[],5
0,14,5.0,"(44, 7)",1,250,50,[],[],5
0,15,5.0,"(3, 7)",1,250,50,[],[],5
0,16,5.0,"(44, 20)",1,250,50,[],[],5
0,17,5.0,"(12, 43)",1,250,50,[],[],5
0,18,5.0,"(15, 25)",1,250,50,[],[],5
0,19,5.0,"(45, 15)",1,250,50,[],[],5
0,20,5.0,"(35, 24)",1,250,50,[],[],5
0,21,5.0,"(46, 48)",1,250,50,[],[],5
0,22,5.0,"(4, 18)",1,250,50,[],[],5
0,23,5.0,"(21, 32)",1,250,50,[],[],5
0,24,5.0,"(5, 15)",1,250,50,[],[],5
0,25,5.0,"(35, 13)",1,250,50,[],[],5
0,26,5.0,"(7, 41)",1,250,50,[],[],5
0,27,5.0,"(43, 24)",1,250,50,[],[],5
0,28,5.0,"(36, 13)",1,250,50,[],[],5
0,29,5.0,"(18, 5)",1,250,50,[],[],5
0,30,5.0,"(0, 36)",1,250,50,[],[],5
0,31,5.0,"(14, 27)",1,250,50,[],[],5
0,32,5.0,"(10, 29)",1,250,50,[],[],5
0,33,5.0,"(34, 17)",1,250,50,[],[],5
0,34,5.0,"(13, 46)",1,250,50,[],[],5
0,35,5.0,"(31, 6)",1,250,50,[],[],5
0,36,5.0,"(2, 17)",1,250,50,[],[],5
0,37,5.0,"(31, 7)",1,250,50,[],[],5
0,38,5.0,"(30, 32)",1,250,50,[],[],5
0,39,5.0,"(0, 32)",1,250,50,[],[],5
0,40,5.0,"(0, 25)",1,250,50,[],[],5
0,41,5.0,"(18, 27)",1,250,50,[],[],5
0,42,5.0,"(38, 9)",1,250,50,[],[],5
0,43,5.0,"(17, 23)",1,250,50,[],[],5
0,44,5.0,"(15, 45)",1,250,50,[],[],5
0,45,5.0,"(42, 47)",1,250,50,[],[],5
0,46,5.0,"(37, 44)",1,250,50,[],[],5
0,47,5.0,"(30, 29)",1,250,50,[],[],5
0,48,5.0,"(49, 31)",1,250,50,[],[],5
0,49,5.0,"(44, 31)",1,250,50,[],[],5
0,50,5.0,"(21, 36)",1,250,50,[],[],5
0,51,5.0,"(6, 13)",1,250,50,[],[],5
0,52,5.0,"(10, 29)",1,250,50,[],[],5
0,53,5.0,"(21, 28)",1,250,50,[],[],5
0,54,5.0,"(46, 12)",1,250,50,[],[],5
0,55,5.0,"(14, 36)",1,250,50,[],[],5
0,56,5.0,"(44, 36)",1,250,50,[],[],5
0,57,5.0,"(36, 39)",1,250,50,[],[],5
0,58,5.0,"(22, 10)",1,250,50,[],[],5
0,59,5.0,"(45, 15)",1,250,50,[],[],5
0,60,5.0,"(29, 10)",1,250,50,[],[],5
0,61,5.0,"(19, 1)",1,250,50,[],[],5
0,62,5.0,"(11, 18)",1,250,50,[],[],5
0,63,5.0,"(3, 14)",1,250,50,[],[],5
0,64,5.0,"(29, 33)",1,250,50,[],[],5
0,65,5.0,"(30, 38)",1,250,50,[],[],5
0,66,5.0,"(39, 30)",1,250,50,[],[],5
0,67,5.0,"(41, 33)",1,250,50,[],[],5
0,68,5.0,"(38, 20)",1,250,50,[],[],5
0,69,5.0,"(34, 26)",1,250,50,[],[],5
0,70,5.0,"(33, 19)",1,250,50,[],[],5
0,71,5.0,"(21, 37)",1,250,50,[],[],5
0,72,5.0,"(47, 10)",1,250,50,[],[],5
0,73,5.0,"(5, 24)",1,250,50,[],[],5
0,74,5.0,"(14, 30)",1,250,50,[],[],5
0,75,5.0,"(4, 41)",1,250,50,[],[],5
0,76,5.0,"(28, 29)",1,250,50,[],[],5
0,77,5.0,"(7, 41)",1,250,50,[],[],5
0,78,5.0,"(2, 31)",1,250,50,[],[],5
0,79,5.0,"(9, 16)",1,250,50,[],[],5
0,80,5.0,"(43, 49)",1,250,50,[],[],5
0,81,5.0,"(13, 31)",1,250,50,[],[],5
0,82,5.0,"(48, 11)",1,250,50,[],[],5
0,83,5.0,"(21, 2)",1,250,50,[],[],5
0,84,5.0,"(2, 18)",1,250,50,[],[],5
0,85,5.0,"(48, 40)",1,250,50,[],[],5
0,86,5.0,"(23, 11)",1,250,50,[],[],5
0,87,5.0,"(5, 41)",1,250,50,[],[],5
0,88,5.0,"(48, 32)",1,250,50,[],[],5
0,89,5.0,"(0, 21)",1,250,50,[],[],5
0,90,5.0,"(17, 2)",1,250,50,[],[],5
0,91,5.0,"(33, 47)",1,250,50,[],[],5
0,92,5.0,"(20, 37)",1,250,50,[],[],5
0,93,5.0,"(26, 40)",1,250,50,[],[],5
0,94,5.0,"(36, 6)",1,250,50,[],[],5
0,95,5.0,"(39, 26)",1,250,50,[],[],5
0,96,5.0,"(6, 13)",1,250,50,[],[],5
0,97,5.0,"(35, 1)",1,250,50,[],[],5
0,98,5.0,"(33, 46)",1,250,50,[],[],5
0,99,5.0,"(43, 9)",1,250,50,[],[],5
0,100,5.0,"(0, 43)",1,250,50,[],[],5
0,101,5.0,"(45, 38)",1,250,50,[],[],5
0,102,5.0,"(24, 49)",1,250,50,[],[],5
0,103,5.0,"(14, 6)",1,250,50,[],[],5
0,104,5.0,"(43, 3)",1,250,50,[],[],5
0,105,5.0,"(11, 36)",1,250,50,[],[],5
0,106,5.0,"(33, 9)",1,250,50,[],[],5
0,107,5.0,"(26, 8)",1,250,50,[],[],5
0,108,5.0,"(48, 23)",1,250,50,[],[],5
0,109,5.0,"(26, 19)",1,250,50,[],[],5
0,110,5.0,"(20, 11)",1,250,50,[],[],5
0,111,5.0,"(42, 36)",1,250,50,[],[],5
0,112,5.0,"(34, 31)",1,250,50,[],[],5
0,113,5.0,"(36, 4)",1,250,50,[],[],5
0,114,5.0,"(31, 29)",1,250,50,[],[],5
0,115,5.0,"(31, 21)",1,250,50,[],[],5
0,116,5.0,"(49, 25)",1,250,50,[],[],5
0,117,5.0,"(28, 33)",1,250,50,[],[],5
0,118,5.0,"(47, 25)",1,250,50,[],[],5
0,119,5.0,"(49, 25)",1,250,50,[],[],5
0,120,5.0,"(29, 32)",1,250,50,[],[],5
0,121,5.0,"(25, 35)",1,250,50,[],[],5
0,122,5.0,"(31, 46)",1,250,50,[],[],5
0,123,5.0,"(26, 14)",1,250,50,[],[],5
0,124,5.0,"(29, 22)",1,250,50,[],[],5
0,125,5.0,"(44, 1)",1,250,50,[],[],5
0,126,5.0,"(39, 31)",1,250,50,[],[],5
0,127,5.0,"(19, 38)",1,250,50,[],[],5
0,128,5.0,"(41, 6)",1,250,50,[],[],5
0,129,5.0,"(48, 26)",1,250,50,[],[],5
0,130,5.0,"(31, 34)",1,250,50,[],[],5
0,131,5.0,"(1, 36)",1,250,50,[],[],5
0,132,5.0,"(1, 36)",1,250,50,[],[],5
0,133,5.0,"(8, 21)",1,250,50,[],[],5
0,134,5.0,"(19, 24)",1,250,50,[],[],5
0,135,5.0,"(5, 2)",1,250,50,[],[],5
0,136,5.0,"(9, 28)",1,250,50,[],[],5
0,137,5.0,"(46, 1)",1,250,50,[],[],5
0,138,5.0,"(36, 31)",1,250,50,[],[],5
0,139,5.0,"(37, 11)",1,250,50,[],[],5
0,140,5.0,"(23, 10)",1,250,50,[],[],5
0,141,5.0,"(41, 26)",1,250,50,[],[],5
0,142,5.0,"(38, 23)",1,250,50,[],[],5
0,143,5.0,"(21, 38)",1,250,50,[],[],5
0,144,5.0,"(37, 25)",1,250,50,[],[],5
0,145,5.0,"(3, 42)",1,250,50,[],[],5
0,146,5.0,"(32, 29)",1,250,50,[],[],5
0,147,5.0,"(3, 34)",1,250,50,[],[],5
0,148,5.0,"(19, 22)",1,250,50,[],[],5
0,149,5.0,"(4, 6)",1,250,50,[],[],5
0,150,5.0,"(5, 40)",1,250,50,[],[],5
0,151,5.0,"(41, 29)",1,250,50,[],[],5
0,152,5.0,"(38, 27)",1,250,50,[],[],5
0,153,5.0,"(9, 34)",1,250,50,[],[],5
0,154,5.0,"(34, 41)",1,250,50,[],[],5
0,155,5.0,"(25, 10)",1,250,50,[],[],5
0,156,5.0,"(24, 20)",1,250,50,[],[],5
0,157,5.0,"(32, 21)",1,250,50,[],[],5
0,158,5.0,"(13, 11)",1,250,50,[],[],5
0,159,5.0,"(48, 3)",1,250,50,[],[],5
0,160,5.0,"(29, 24)",1,250,50,[],[],5
0,161,5.0,"(23, 36)",1,250,50,[],[],5
0,162,5.0,"(28, 45)",1,250,50,[],[],5
0,163,5.0,"(11, 38)",1,250,50,[],[],5
0,164,5.0,"(24, 43)",1,250,50,[],[],5
0,165,5.0,"(30, 23)",1,250,50,[],[],5
0,166,5.0,"(39, 35)",1,250,50,[],[],5
0,167,5.0,"(48, 23)",1,250,50,[],[],5
0,168,5.0,"(4, 14)",1,250,50,[],[],5
0,169,5.0,"(37, 0)",1,250,50,[],[],5
0,170,5.0,"(45, 21)",1,250,50,[],[],5
0,171,5.0,"(24, 48)",1,250,50,[],[],5
0,172,5.0,"(21, 36)",1,250,50,[],[],5
0,173,5.0,"(13, 29)",1,250,50,[],[],5
0,174,5.0,"(11, 15)",1,250,50,[],[],5
0,175,5.0,"(46, 41)",1,250,50,[],[],5
0,176,5.0,"(31, 0)",1,250,50,[],[],5
0,177,5.0,"(16, 44)",1,250,50,[],[],5
0,178,5.0,"(32, 26)",1,250,50,[],[],5
0,179,5.0,"(7, 39)",1,250,50,[],[],5
0,180,5.0,"(39, 20)",1,250,50,[],[],5
0,181,5.0,"(34, 20)",1,250,50,[],[],5
0,182,5.0,"(49, 3)",1,250,50,[],[],5
0,183,5.0,"(27, 5)",1,250,50,[],[],5
0,184,5.0,"(9, 19)",1,250,50,[],[],5
0,185,5.0,"(12, 26)",1,250,50,[],[],5
0,186,5.0,"(38, 43)",1,250,50,[],[],5
0,187,5.0,"(35, 23)",1,250,50,[],[],5
0,188,5.0,"(0, 10)",1,250,50,[],[],5
0,189,5.0,"(48, 29)",1,250,50,[],[],5
0,190,5.0,"(30, 37)",1,250,50,[],[],5
0,191,5.0,"(47, 47)",1,250,50,[],[],5
0,192,5.0,"(13, 41)",1,250,50,[],[],5
0,193,5.0,"(22, 41)",1,250,50,[],[],5
0,194,5.0,"(20, 1)",1,250,50,[],[],5
0,195,5.0,"(1, 17)",1,250,50,[],[],5
0,196,5.0,"(45, 9)",1,250,50,[],[],5
0,197,5.0,"(1, 3)",1,250,50,[],[],5
0,198,5.0,"(34, 13)",1,250,50,[],[],5
0,199,5.0,"(10, 7)",1,250,50,[],[],5
0,200,5.0,"(32, 29)",1,250,50,[],[],5
0,201,5.0,"(29, 5)",1,250,50,[],[],5
0,202,5.0,"(29, 24)",1,250,50,[],[],5
0,203,5.0,"(41, 12)",1,250,50,[],[],5
0,204,5.0,"(14, 31)",1,250,50,[],[],5
0,205,5.0,"(26, 2)",1,250,50,[],[],5
0,206,5.0,"(20, 14)",1,250,50,[],[],5
0,207,5.0,"(8, 42)",1,250,50,[],[],5
0,208,5.0,"(40, 41)",1,250,50,[],[],5
0,209,5.0,"(16, 10)",1,250,50,[],[],5
0,210,5.0,"(12, 43)",1,250,50,[],[],5
0,211,5.0,"(17, 34)",1,250,50,[],[],5
0,212,5.0,"(10, 6)",1,250,50,[],[],5
0,213,5.0,"(17, 44)",1,250,50,[],[],5
